Electoral district name,Political affiliation,Given name,Surname,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
Avalon,Liberal,Paul,Connors,27133,58.2,0,46596
Avalon,Conservative,Steve,Kent,16953,36.4,0,46596
Avalon,Parti Rhinocéros Party,Alexander,Tilley,230,0.5,0,46596
Avalon,NDP-New Democratic Party,Judy,Vanta,2280,4.9,0,46596
Cape Spear,Conservative,Corey,Curtis,11844,25.8,0,45987
Cape Spear,Liberal,Tom,Osborne,31387,68.3,0,45987
Cape Spear,Animal Protection Party,Mike,Peach,170,0.4,0,45987
Cape Spear,Green Party,Kaelem,Tingate,140,0.3,0,45987
Cape Spear,NDP-New Democratic Party,Brenda,Walsh,2446,5.3,0,45987
Central Newfoundland,Liberal,Lynette,Powell,17696,43.5,0,40637
Central Newfoundland,Conservative,Clifford,Small,21976,54.1,0,40637
Central Newfoundland,NDP-New Democratic Party,Darian,Vincent,965,2.4,0,40637
Labrador,Liberal,Philip,Earle,5811,51.5,0,11284
Labrador,NDP-New Democratic Party,Marius,Normore,764,6.8,0,11284
Labrador,Conservative,Ella,Wallace,4709,41.7,0,11284
Long Range Mountains,Conservative,Carol,Anstey,23232,50.3,0,46143
Long Range Mountains,Liberal,Don,Bradshaw,19726,42.7,0,46143
Long Range Mountains,Independent,Robbie,Coles,637,1.4,0,46143
Long Range Mountains,People's Party - PPC,Pamela,Geiger,535,1.2,0,46143
Long Range Mountains,NDP-New Democratic Party,Sarah,Parsons,2013,4.4,0,46143
St. John's East,Conservative,David,Brazil,11915,26,0,45859
St. John's East,Green Party,Otis,Crandell,159,0.3,0,45859
St. John's East,Communist,Samuel,Crête,94,0.2,0,45859
St. John's East,NDP-New Democratic Party,Mary,Shortall,5137,11.2,0,45859
St. John's East,Liberal,Joanne,Thompson,28554,62.3,0,45859
Terra Nova--The Peninsulas,Liberal,Anthony,Germain,19704,48,0,41073
Terra Nova--The Peninsulas,Conservative,Jonathan,Rowe,19692,47.9,0,41073
Terra Nova--The Peninsulas,NDP-New Democratic Party,Liam,Ryan,1677,4.1,0,41073
Cardigan,Conservative,James,Aylward,9448,37.4,0,25277
Cardigan,People's Party - PPC,Adam,Harding,180,0.7,0,25277
Cardigan,Liberal,Kent,MacDonald,14414,57,0,25277
Cardigan,Independent,Wayne,Phelan,404,1.6,0,25277
Cardigan,Green Party,Maria,Rodriguez,326,1.3,0,25277
Cardigan,NDP-New Democratic Party,Lynne,Thiele,505,2,0,25277
Charlottetown,NDP-New Democratic Party,Joe,Byrne,886,4.2,0,20878
Charlottetown,Liberal,Sean,Casey,13535,64.8,0,20878
Charlottetown,Green Party,Daniel,Cousins,245,1.2,0,20878
Charlottetown,Conservative,Natalie,Jameson,6085,29.1,0,20878
Charlottetown,People's Party - PPC,Robert,Lucas,127,0.6,0,20878
Egmont,Green Party,Ranald,MacFarlane,538,2.2,0,24008
Egmont,Conservative,Logan,McLellan,10419,43.4,0,24008
Egmont,Liberal,Bobby,Morrissey,12466,51.9,0,24008
Egmont,NDP-New Democratic Party,Carol,Rybinski,585,2.4,0,24008
Malpeque,People's Party - PPC,Hilda,Baughan,132,0.5,0,26883
Malpeque,Conservative,Jamie,Fox,9846,36.6,0,26883
Malpeque,Green Party,Anna,Keenan,1049,3.9,0,26883
Malpeque,Liberal,Heath,MacDonald,15415,57.3,0,26883
Malpeque,NDP-New Democratic Party,Cassie,Mackay,441,1.6,0,26883
Acadie--Annapolis,NDP-New Democratic Party,Ingrid,Deon,1769,3.7,0,48299
Acadie--Annapolis,Liberal,Ronnie,LeBlanc,22491,46.6,0,48299
Acadie--Annapolis,Green Party,Matthew,Piggott,583,1.2,0,48299
Acadie--Annapolis,People's Party - PPC,James,Strange,432,0.9,0,48299
Acadie--Annapolis,Conservative,Chris,d'Entremont,23024,47.7,0,48299
Cape Breton--Canso--Antigonish,Liberal,Jaime,Battiste,24634,51.5,0,47827
Cape Breton--Canso--Antigonish,NDP-New Democratic Party,Joanna,Clark,1914,4,0,47827
Cape Breton--Canso--Antigonish,Conservative,Allan,MacMaster,20714,43.3,0,47827
Cape Breton--Canso--Antigonish,People's Party - PPC,Ryan,Smyth,337,0.7,0,47827
Cape Breton--Canso--Antigonish,Independent,Rebecca,Wall,228,0.5,0,47827
Central Nova,Liberal,Sean,Fraser,26179,52,0,50356
Central Nova,Conservative,Brycen,Jenkins,21506,42.7,0,50356
Central Nova,NDP-New Democratic Party,Jesiah,MacDonald,1650,3.3,0,50356
Central Nova,People's Party - PPC,Charlie,MacEachern,330,0.7,0,50356
Central Nova,Independent,Alexander,MacKenzie,236,0.5,0,50356
Central Nova,Green Party,Gerald,Romsa,455,0.9,0,50356
Cumberland--Colchester,Green Party,Kelly-Ann,Callaghan,695,1.4,0,49651
Cumberland--Colchester,People's Party - PPC,Paul,Church,343,0.7,0,49651
Cumberland--Colchester,NDP-New Democratic Party,Larry,Duchesne,1913,3.9,0,49651
Cumberland--Colchester,Conservative,Stephen,Ellis,22713,45.7,0,49651
Cumberland--Colchester,Liberal,Alana,Hirtle,23987,48.3,0,49651
Dartmouth--Cole Harbour,Liberal,Darren,Fisher,40356,67.6,0,59659
Dartmouth--Cole Harbour,People's Party - PPC,Michelle,Lindsay,759,1.3,0,59659
Dartmouth--Cole Harbour,NDP-New Democratic Party,Keith,Morrison,4200,7,0,59659
Dartmouth--Cole Harbour,Conservative,Isabelle,Obeid,13582,22.8,0,59659
Dartmouth--Cole Harbour,Libertarian,Joseph,Shea,131,0.2,0,59659
Dartmouth--Cole Harbour,Green Party,Rana,Zaman,631,1.1,0,59659
Halifax,People's Party - PPC,Maricar,Aliasut,269,0.5,0,52152
Halifax,Conservative,Mark,Boudreau,9939,19.1,0,52152
Halifax,Green Party,Amethyste,Hamel-Gregory,422,0.8,0,52152
Halifax,Liberal,Shannon,Miedema,32886,63.1,0,52152
Halifax,NDP-New Democratic Party,Lisa,Roberts,8636,16.6,0,52152
Halifax West,Conservative,Rob,Batherson,15006,27.2,0,55164
Halifax West,Liberal,Lena Metlege,Diab,36210,65.6,0,55164
Halifax West,People's Party - PPC,Adam,LeRue,382,0.7,0,55164
Halifax West,Green Party,Ron G.,Parker,497,0.9,0,55164
Halifax West,NDP-New Democratic Party,Rae,Tench,3069,5.6,0,55164
Kings--Hants,Green Party,Karen,Beazley,821,1.4,0,58697
Kings--Hants,Liberal,Kody,Blois,35467,60.4,0,58697
Kings--Hants,People's Party - PPC,Alexander,Cargill,591,1,0,58697
Kings--Hants,NDP-New Democratic Party,Paul,Doerr,2142,3.6,0,58697
Kings--Hants,Conservative,Joel,Hirtle,19676,33.5,0,58697
Sackville--Bedford--Preston,Green Party,Andre,Anderson,520,0.9,0,57357
Sackville--Bedford--Preston,Conservative,Dave,Carroll,18649,32.5,0,57357
Sackville--Bedford--Preston,Liberal,Braedon,Clark,35503,61.9,0,57357
Sackville--Bedford--Preston,People's Party - PPC,Ryan,Slaney,409,0.7,0,57357
Sackville--Bedford--Preston,NDP-New Democratic Party,Isaac,Wilson,2276,4,0,57357
South Shore--St. Margarets,People's Party - PPC,Patrick Shea,Boyd,698,1.4,0,50701
South Shore--St. Margarets,Green Party,Mark,Embrett,818,1.6,0,50701
South Shore--St. Margarets,Liberal,Jessica,Fancy-Landry,27871,55,0,50701
South Shore--St. Margarets,Independent,Hayden,Henderson,460,0.9,0,50701
South Shore--St. Margarets,Conservative,Rick,Perkins,20854,41.1,0,50701
Sydney--Glace Bay,Marxist-Leninist,Nik,Boisvert,699,1.5,0,47877
Sydney--Glace Bay,People's Party - PPC,Jeffrey,Evely,576,1.2,0,47877
Sydney--Glace Bay,CFP,Chris,Gallant,228,0.5,0,47877
Sydney--Glace Bay,Liberal,Mike,Kelloway,24972,52.2,0,47877
Sydney--Glace Bay,NDP-New Democratic Party,Kimberly,Losier,2560,5.3,0,47877
Sydney--Glace Bay,Conservative,Anna,Manley,17627,36.8,0,47877
Sydney--Glace Bay,Libertarian,Michael,Pittman,620,1.3,0,47877
Sydney--Glace Bay,Independent,Joe,Ward,595,1.2,0,47877
Acadie--Bathurst,NDP-New Democratic Party,Ty,Boulay,2108,4.4,0,48257
Acadie--Bathurst,Conservative,James,Brown,12537,26,0,48257
Acadie--Bathurst,Liberal,Serge,Cormier,32569,67.5,0,48257
Acadie--Bathurst,People's Party - PPC,Randi Rachelle,Raynard,1043,2.2,0,48257
Beauséjour,Libertarian,Donna,Allen,374,0.7,0,57255
Beauséjour,People's Party - PPC,Eddie,Cornell,483,0.8,0,57255
Beauséjour,NDP-New Democratic Party,Alex,Gagne,1401,2.4,0,57255
Beauséjour,Liberal,Dominic,LeBlanc,34424,60.1,0,57255
Beauséjour,Green Party,Josh,Shaddick,1250,2.2,0,57255
Beauséjour,Conservative,Nathalie,Vautour,19323,33.7,0,57255
Fredericton--Oromocto,Green Party,Pam,Allen-Leblanc,1571,3.1,0,50081
Fredericton--Oromocto,CFP,Dominic,Cardy,344,0.7,0,50081
Fredericton--Oromocto,Centrist,Brandon,Ellis,44,0.1,0,50081
Fredericton--Oromocto,NDP-New Democratic Party,Nicki,Lyons-MacFarlane,902,1.8,0,50081
Fredericton--Oromocto,Conservative,Brian,Macdonald,16174,32.3,0,50081
Fredericton--Oromocto,People's Party - PPC,Heather,Michaud,216,0.4,0,50081
Fredericton--Oromocto,Liberal,David,Myles,30685,61.3,0,50081
Fredericton--Oromocto,Communist,June,Patterson,145,0.3,0,50081
Fundy Royal,NDP-New Democratic Party,Cindy,Andrie,1507,3.2,0,47610
Fundy Royal,Green Party,Hans,Johnsen,961,2,0,47610
Fundy Royal,Liberal,Bill,Kudla,19102,40.1,0,47610
Fundy Royal,People's Party - PPC,Alastair,MacFarlane,629,1.3,0,47610
Fundy Royal,Conservative,Rob,Moore,25411,53.4,0,47610
Madawaska--Restigouche,Liberal,Guillaume,Deschênes-Thériault,22762,55.2,0,41242
Madawaska--Restigouche,People's Party - PPC,Nancy,Mercier,1105,2.7,0,41242
Madawaska--Restigouche,Conservative,Michel,Morin,16121,39.1,0,41242
Madawaska--Restigouche,NDP-New Democratic Party,Daisy,Petersen,1254,3,0,41242
Miramichi--Grand Lake,Green Party,Matthew Ian,Clark,831,2.2,0,38267
Miramichi--Grand Lake,Conservative,Mike,Dawson,18431,48.2,0,38267
Miramichi--Grand Lake,NDP-New Democratic Party,Josh,Floyd,968,2.5,0,38267
Miramichi--Grand Lake,Liberal,Lisa,Harris,18037,47.1,0,38267
Moncton--Dieppe,Conservative,Jocelyn,Dionne,14268,31.3,0,45614
Moncton--Dieppe,Green Party,Marshall,Dunn,892,2,0,45614
Moncton--Dieppe,NDP-New Democratic Party,Serge,Landry,1730,3.8,0,45614
Moncton--Dieppe,Liberal,Ginette,Petitpas Taylor,28724,63,0,45614
Saint John--Kennebecasis,NDP-New Democratic Party,Armand,Cormier,1207,2.7,0,44984
Saint John--Kennebecasis,Liberal,Wayne,Long,26131,58.1,0,44984
Saint John--Kennebecasis,Green Party,David,MacFarquhar,742,1.6,0,44984
Saint John--Kennebecasis,Libertarian,Austin,Venedam,108,0.2,0,44984
Saint John--Kennebecasis,Conservative,Melissa,Young,16796,37.3,0,44984
Saint John--Kennebecasis,NDP-New Democratic Party,Armand,Cormier,1206,2.7,257,45224
Saint John--Kennebecasis,Liberal,Wayne,Long,26129,58.1,257,45224
Saint John--Kennebecasis,Green Party,David,MacFarquhar,737,1.6,257,45224
Saint John--Kennebecasis,Libertarian,Austin,Venedam,108,0.2,257,45224
Saint John--Kennebecasis,Conservative,Melissa,Young,16787,37.3,257,45224
Saint John--St. Croix,NDP-New Democratic Party,Andrew,Hill,1643,3.3,0,50102
Saint John--St. Croix,Green Party,Gerald,Irish,794,1.6,0,50102
Saint John--St. Croix,Liberal,Karen,Ludwig,20789,41.5,0,50102
Saint John--St. Croix,Libertarian,Keith,Tays,280,0.6,0,50102
Saint John--St. Croix,Conservative,John,Williamson,26596,53.1,0,50102
Tobique--Mactaquac,Conservative,Richard,Bragdon,23346,58.8,0,39691
Tobique--Mactaquac,People's Party - PPC,Vern,Brundle,476,1.2,0,39691
Tobique--Mactaquac,Green Party,Liam,MacDougall,808,2,0,39691
Tobique--Mactaquac,Liberal,Julian,Moulton,14250,35.9,0,39691
Tobique--Mactaquac,NDP-New Democratic Party,Michael John,Winter,811,2,0,39691
Abitibi--Baie-James--Nunavik--Eeyou,Bloc Québécois,Sylvie,Bérubé,10381,34,0,30562
Abitibi--Baie-James--Nunavik--Eeyou,Conservative,Steve,Corriveau,6851,22.4,0,30562
Abitibi--Baie-James--Nunavik--Eeyou,Liberal,Mandy,Gull-Masty,12578,41.2,0,30562
Abitibi--Baie-James--Nunavik--Eeyou,NDP-New Democratic Party,Thai Dillon,Higashihara,752,2.5,0,30562
Abitibi--Témiscamingue,Liberal,Jonathan,Andresen,13541,27,0,50069
Abitibi--Témiscamingue,NDP-New Democratic Party,Jérémie,Juneau,1478,3,0,50069
Abitibi--Témiscamingue,Bloc Québécois,Sébastien,Lemire,24773,49.5,0,50069
Abitibi--Témiscamingue,Parti Rhinocéros Party,Vincent,Palin-Bussières,450,0.9,0,50069
Abitibi--Témiscamingue,Conservative,Steve,Tardif,9827,19.6,0,50069
Ahuntsic-Cartierville,Bloc Québécois,Nabila,Ben Youssef,8483,16.9,0,50124
Ahuntsic-Cartierville,NDP-New Democratic Party,Idil,Issa,3317,6.6,0,50124
Ahuntsic-Cartierville,Liberal,Mélanie,Joly,30468,60.8,0,50124
Ahuntsic-Cartierville,Conservative,Margie,Ramos,7584,15.1,0,50124
Ahuntsic-Cartierville,Marxist-Leninist,Linda,Sullivan,272,0.5,0,50124
Alfred-Pellan,Bloc Québécois,Isabel,Dion,12259,20.3,0,60331
Alfred-Pellan,Liberal,Angelo,Iacono,32934,54.6,0,60331
Alfred-Pellan,Conservative,Louis,Ialenti,12671,21,0,60331
Alfred-Pellan,NDP-New Democratic Party,Jordan,Larochelle,2044,3.4,0,60331
Alfred-Pellan,People's Party - PPC,Ludovic,Mbany,423,0.7,0,60331
Argenteuil--La Petite-Nation,Conservative,Martin,Charron,14697,24.8,0,59251
Argenteuil--La Petite-Nation,Green Party,Bertha,Fuchsman-Small,807,1.4,0,59251
Argenteuil--La Petite-Nation,Bloc Québécois,Martin,Héroux,13526,22.8,0,59251
Argenteuil--La Petite-Nation,Liberal,Stéphane,Lauzon,28129,47.5,0,59251
Argenteuil--La Petite-Nation,People's Party - PPC,Lindsey,Therrien,590,1,0,59251
Argenteuil--La Petite-Nation,NDP-New Democratic Party,Michel,Welt,1502,2.5,0,59251
Beauce,People's Party - PPC,Maxime,Bernier,3628,5.8,0,62969
Beauce,Liberal,Maryelle-Henriette,Doumbia,12047,19.1,0,62969
Beauce,Conservative,Jason,Groleau,37604,59.7,0,62969
Beauce,NDP-New Democratic Party,Annabelle,Lafond-Poirier,1095,1.7,0,62969
Beauce,Bloc Québécois,Gaétan,Mathieu,8595,13.6,0,62969
Beauharnois--Salaberry--Soulanges--Huntingdon,Bloc Québécois,Claude,Debellefeuille,29902,43.8,0,68199
Beauharnois--Salaberry--Soulanges--Huntingdon,NDP-New Democratic Party,Tyler,Jones,1662,2.4,0,68199
Beauharnois--Salaberry--Soulanges--Huntingdon,People's Party - PPC,Martin,Lévesque,673,1,0,68199
Beauharnois--Salaberry--Soulanges--Huntingdon,Liberal,Miguel,Perras,21962,32.2,0,68199
Beauharnois--Salaberry--Soulanges--Huntingdon,Green Party,Kristian,Solarik,855,1.3,0,68199
Beauharnois--Salaberry--Soulanges--Huntingdon,Conservative,Priska,St-Pierre,13145,19.3,0,68199
Beauport--Limoilou,NDP-New Democratic Party,Raymond,Côté,2095,3.4,0,61348
Beauport--Limoilou,Green Party,Dalila,Elhak,924,1.5,0,61348
Beauport--Limoilou,Conservative,Hugo,Langlois,18462,30.1,0,61348
Beauport--Limoilou,Liberal,Steeve,Lavoie,21861,35.6,0,61348
Beauport--Limoilou,People's Party - PPC,Andrée,Massicotte,398,0.6,0,61348
Beauport--Limoilou,Marxist-Leninist,Claude,Moreau,95,0.2,0,61348
Beauport--Limoilou,Bloc Québécois,Julie,Vignola,17513,28.5,0,61348
Bécancour--Nicolet--Saurel--Alnôbak,NDP-New Democratic Party,Tommy,Gagnon,1112,2.1,0,53919
Bécancour--Nicolet--Saurel--Alnôbak,Green Party,Yanick,Lapierre,738,1.4,0,53919
Bécancour--Nicolet--Saurel--Alnôbak,Bloc Québécois,Louis,Plamondon,25120,46.6,0,53919
Bécancour--Nicolet--Saurel--Alnôbak,Conservative,Michel,Plourde,11714,21.7,0,53919
Bécancour--Nicolet--Saurel--Alnôbak,People's Party - PPC,Lara,Stillo,432,0.8,0,53919
Bécancour--Nicolet--Saurel--Alnôbak,Liberal,Pierre,Tousignant,14803,27.5,0,53919
Bellechasse--Les Etchemins--Lévis,Bloc Québécois,Gaby,Breton,11875,18.6,0,63804
Bellechasse--Les Etchemins--Lévis,People's Party - PPC,Mario,Fréchette,778,1.2,0,63804
Bellechasse--Les Etchemins--Lévis,NDP-New Democratic Party,Marie-Philippe,Gagnon Gauthier,1582,2.5,0,63804
Bellechasse--Les Etchemins--Lévis,Liberal,Glenn,O'Farrell,18082,28.3,0,63804
Bellechasse--Les Etchemins--Lévis,Conservative,Dominique,Vien,31487,49.3,0,63804
Beloeil--Chambly,Bloc Québécois,Yves-François,Blanchet,33535,48.3,0,69397
Beloeil--Chambly,NDP-New Democratic Party,Marie-Josée,Béliveau,2433,3.5,0,69397
Beloeil--Chambly,Conservative,Sylvain,Goulet,9300,13.4,0,69397
Beloeil--Chambly,Liberal,Nicholas,Malouin,23593,34,0,69397
Beloeil--Chambly,People's Party - PPC,Nicholas,Manes,536,0.8,0,69397
Berthier--Maskinongé,Liberal,Stéphane,Bilodeau,14933,24.3,0,61526
Berthier--Maskinongé,NDP-New Democratic Party,Ruth Ellen,Brosseau,13356,21.7,0,61526
Berthier--Maskinongé,People's Party - PPC,Elia,Gomez-Gnali,572,0.9,0,61526
Berthier--Maskinongé,Bloc Québécois,Yves,Perron,21543,35,0,61526
Berthier--Maskinongé,Conservative,Peter,Saliba,10552,17.2,0,61526
Berthier--Maskinongé,Green Party,Daniel,Simon,570,0.9,0,61526
Bourassa,Conservative,Néhémie,Dumay,5895,16.3,0,36165
Bourassa,NDP-New Democratic Party,Catherine,Gauvin,2137,5.9,0,36165
Bourassa,People's Party - PPC,Jean-Marc,Lamothe,436,1.2,0,36165
Bourassa,Bloc Québécois,Jency,Mercier,6198,17.1,0,36165
Bourassa,Liberal,Abdelhaq,Sari,21176,58.6,0,36165
Bourassa,No Affiliation,Philippe,Tessier,183,0.5,0,36165
Bourassa,Marxist-Leninist,Dominique,Théberge,140,0.4,0,36165
Brome--Missisquoi,Bloc Québécois,Jeff,Boudreault,20118,28.1,0,71533
Brome--Missisquoi,Conservative,Steve,Charbonneau,13564,19,0,71533
Brome--Missisquoi,Green Party,Michelle,Corcos,1124,1.6,0,71533
Brome--Missisquoi,NDP-New Democratic Party,Zoé,Larose,1600,2.2,0,71533
Brome--Missisquoi,People's Party - PPC,Jack,McLeod,591,0.8,0,71533
Brome--Missisquoi,Liberal,Louis,Villeneuve,34536,48.3,0,71533
Brossard--Saint-Lambert,Green Party,Gregory,De Luca,862,1.5,0,58426
Brossard--Saint-Lambert,People's Party - PPC,Hector,Huerta,382,0.7,0,58426
Brossard--Saint-Lambert,Conservative,William,Huynh-Jan,10811,18.5,0,58426
Brossard--Saint-Lambert,Liberal,Alexandra,Mendès,36496,62.5,0,58426
Brossard--Saint-Lambert,NDP-New Democratic Party,Zeinab,Mistou Akkaoui,2061,3.5,0,58426
Brossard--Saint-Lambert,Bloc Québécois,Soledad,Orihuela-Bouchard,7814,13.4,0,58426
Charlesbourg--Haute-Saint-Charles,Liberal,Louis,Bellemare,22625,34.7,0,65269
Charlesbourg--Haute-Saint-Charles,Independent,Danick,Bisson,357,0.5,0,65269
Charlesbourg--Haute-Saint-Charles,People's Party - PPC,Paul,Cyr,518,0.8,0,65269
Charlesbourg--Haute-Saint-Charles,NDP-New Democratic Party,Dominique,Harrisson,1744,2.7,0,65269
Charlesbourg--Haute-Saint-Charles,Bloc Québécois,Bladimir,Laborit Infante,12331,18.9,0,65269
Charlesbourg--Haute-Saint-Charles,Conservative,Pierre,Paul-Hus,27694,42.4,0,65269
Châteauguay--Les Jardins-de-Napierville,Conservative,David,De Repentigny,13536,21.7,0,62397
Châteauguay--Les Jardins-de-Napierville,Green Party,Martine,Desrochers,773,1.2,0,62397
Châteauguay--Les Jardins-de-Napierville,People's Party - PPC,Nicolas,Guérin,430,0.7,0,62397
Châteauguay--Les Jardins-de-Napierville,Bloc Québécois,Patrick,O'Hara,18092,29,0,62397
Châteauguay--Les Jardins-de-Napierville,Liberal,Nathalie,Provost,28198,45.2,0,62397
Châteauguay--Les Jardins-de-Napierville,NDP-New Democratic Party,Hannah,Wolker,1368,2.2,0,62397
Chicoutimi--Le Fjord,Green Party,Yves,Laporte,479,0.9,0,50831
Chicoutimi--Le Fjord,Conservative,Richard,Martel,17350,34.1,0,50831
Chicoutimi--Le Fjord,Liberal,Stéphane,Proulx,15815,31.1,0,50831
Chicoutimi--Le Fjord,People's Party - PPC,François,Sabourin,339,0.7,0,50831
Chicoutimi--Le Fjord,Bloc Québécois,Marc,St-Hilaire,15857,31.2,0,50831
Chicoutimi--Le Fjord,NDP-New Democratic Party,Raphaël,Émond,991,1.9,0,50831
Compton--Stanstead,Bloc Québécois,Nathalie,Bresse,17301,26.4,0,65631
Compton--Stanstead,Liberal,Marianne,Dandurand,29951,45.6,0,65631
Compton--Stanstead,NDP-New Democratic Party,Valérie,Laliberté,2130,3.2,0,65631
Compton--Stanstead,People's Party - PPC,Paul,Lehmann,787,1.2,0,65631
Compton--Stanstead,Conservative,Jacques,Painchaud,14297,21.8,0,65631
Compton--Stanstead,Green Party,Sébastien,Tremblay,1165,1.8,0,65631
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,Conservative,Bernard,Généreux,28775,45.7,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,NDP-New Democratic Party,Iseult,L'Heureux Hubert,1156,1.8,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,Liberal,Rémi,Massé,19074,30.3,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,Parti Rhinocéros Party,Thibaud,Mony,212,0.3,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,People's Party - PPC,Jean-François,Morin,473,0.8,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,Green Party,Alexie,Plourde,692,1.1,0,62945
Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata,Bloc Québécois,Diane,Sénécal,12563,20,0,62945
Côte-Nord--Kawawachikamach--Nitassinan,No Affiliation,Gilles,Babin,189,0.5,0,36317
Côte-Nord--Kawawachikamach--Nitassinan,Parti Rhinocéros Party,Sébastien,Beaulieu,555,1.5,0,36317
Côte-Nord--Kawawachikamach--Nitassinan,Liberal,Kevin,Coutu,9868,27.2,0,36317
Côte-Nord--Kawawachikamach--Nitassinan,Conservative,Mélanie,Dorion,9203,25.3,0,36317
Côte-Nord--Kawawachikamach--Nitassinan,Bloc Québécois,Marilène,Gill,15874,43.7,0,36317
Côte-Nord--Kawawachikamach--Nitassinan,NDP-New Democratic Party,Marika,Lalime,628,1.7,0,36317
Dorval--Lachine--LaSalle,Green Party,Amir,Badr Eldeen,823,1.6,0,50282
Dorval--Lachine--LaSalle,Liberal,Anju,Dhillon,29908,59.5,0,50282
Dorval--Lachine--LaSalle,Parti Rhinocéros Party,André,Lavigne,257,0.5,0,50282
Dorval--Lachine--LaSalle,NDP-New Democratic Party,Angélique Soleil,Lavoie,2073,4.1,0,50282
Dorval--Lachine--LaSalle,No Affiliation,Katy,Le Rougetel,77,0.2,0,50282
Dorval--Lachine--LaSalle,People's Party - PPC,Michael,Patterson,476,0.9,0,50282
Dorval--Lachine--LaSalle,Bloc Québécois,Pauline Fleur Julie,Postel,6305,12.5,0,50282
Dorval--Lachine--LaSalle,Conservative,Alioune,Sarr,10363,20.6,0,50282
Drummond,Bloc Québécois,Martin,Champoux,23586,42.8,0,55050
Drummond,NDP-New Democratic Party,François,Choquette,2522,4.6,0,55050
Drummond,Conservative,François,Fréchette,12537,22.8,0,55050
Drummond,Liberal,Ghada,Jerbi,15655,28.4,0,55050
Drummond,People's Party - PPC,William,Trottier,750,1.4,0,55050
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,Bloc Québécois,Alexis,Deschênes,26091,45.8,0,56981
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,NDP-New Democratic Party,Denise,Giroux,1005,1.8,0,56981
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,Parti Rhinocéros Party,Shawn,Grenier,569,1,0,56981
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,Liberal,Diane,Lebouthillier,21817,38.3,0,56981
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,Conservative,Jean-Pierre,Pigeon,7047,12.4,0,56981
Gaspésie--Les Îles-de-la-Madeleine--Listuguj,People's Party - PPC,Christian,Rioux,452,0.8,0,56981
Gatineau,Liberal,Steven,MacKinnon,34746,60.2,0,57725
Gatineau,Bloc Québécois,Richard,Nadeau,9423,16.3,0,57725
Gatineau,Conservative,Kethlande,Pierre,11253,19.5,0,57725
Gatineau,People's Party - PPC,Mathieu,Saint-Jean,515,0.9,0,57725
Gatineau,NDP-New Democratic Party,Daniel,Simoncic,1615,2.8,0,57725
Gatineau,Marxist-Leninist,Pierre,Soublière,173,0.3,0,57725
Hochelaga--Rosemont-Est,Conservative,Carl,Belley,5405,10.6,0,51140
Hochelaga--Rosemont-Est,Marxist-Leninist,Christine,Dandenault,242,0.5,0,51140
Hochelaga--Rosemont-Est,NDP-New Democratic Party,Julie,Girard-Lemay,6670,13,0,51140
Hochelaga--Rosemont-Est,Bloc Québécois,Rose,Lessard,13896,27.2,0,51140
Hochelaga--Rosemont-Est,Liberal,Marie-Gabrielle,Ménard,23604,46.2,0,51140
Hochelaga--Rosemont-Est,Green Party,Jacob,Pirro,1323,2.6,0,51140
Honoré-Mercier,People's Party - PPC,Marie-Louise,Beauchamp,351,0.7,0,50141
Honoré-Mercier,Green Party,Gaëtan,Bérard,568,1.1,0,50141
Honoré-Mercier,Bloc Québécois,Edline,Henri,6440,12.8,0,50141
Honoré-Mercier,Conservative,Ingrid Fernanda,Megni,10663,21.3,0,50141
Honoré-Mercier,NDP-New Democratic Party,Djaouida,Sellah,1817,3.6,0,50141
Honoré-Mercier,Liberal,Eric,St-Pierre,30302,60.4,0,50141
Hull--Aylmer,Conservative,Jill,Declare,8646,16.8,0,51450
Hull--Aylmer,Marxist-Leninist,Alexandre,Deschênes,207,0.4,0,51450
Hull--Aylmer,People's Party - PPC,Jean-Jacques,Desgranges,346,0.7,0,51450
Hull--Aylmer,Liberal,Greg,Fergus,32036,62.3,0,51450
Hull--Aylmer,Bloc Québécois,Alice,Grondin,6235,12.1,0,51450
Hull--Aylmer,NDP-New Democratic Party,Pascale,Matecki,2851,5.5,0,51450
Hull--Aylmer,Green Party,Frédéric,Morin-Paquette,1129,2.2,0,51450
Joliette--Manawan,Liberal,Marc,Allaire,17890,31.3,0,57228
Joliette--Manawan,Conservative,Pascal,Bapfou Vozang Siewe,8721,15.2,0,57228
Joliette--Manawan,NDP-New Democratic Party,Vanessa,Gordon,1408,2.5,0,57228
Joliette--Manawan,Green Party,Érica,Poirier,1014,1.8,0,57228
